,Sample Result (ppb),Address,Analyze Date,geometry,x,y
5417,4.0,1600 HAWTHORNE ST,9/1/2017,POINT (-79.9327328510837 40.4864026213316),-79.9327328510837,40.4864026213316
5418,1.0,1600 MERRIMAN CT,9/1/2017,POINT (-79.9824645416922 40.4310005050955),-79.9824645416922,40.4310005050955
5419,2.0,1600 MYLER ST,9/1/2017,POINT (-80.00397539926639 40.4610221443933),-80.0039753992664,40.4610221443933
5420,0.0,1600 MYLER ST,9/1/2017,POINT (-80.00397539926639 40.4610221443933),-80.0039753992664,40.4610221443933
5421,3.0,1600 TRINITY ST,9/1/2017,POINT (-79.9321081827682 40.4859025903425),-79.9321081827682,40.4859025903425
5422,0.0,1600 BROADHEAD ST,9/1/2017,POINT (-79.8917794521336 40.4687295969921),-79.8917794521336,40.4687295969921
5423,0.0,1600 MORNINGSIDE AVE,9/1/2017,POINT (-79.92928216227131 40.4827059411014),-79.9292821622713,40.4827059411014
5424,2.0,1600 BUENA VISTA ST,9/1/2017,POINT (-80.01473933514851 40.4581507134316),-80.0147393351485,40.4581507134316
5425,12.0,1600 DENNISTON ST,9/1/2017,POINT (-79.91835696479301 40.4403163375894),-79.918356964793,40.4403163375894
5426,2.0,1600 ECKERT ST,9/1/2017,POINT (-80.0354815454595 40.4715831755611),-80.0354815454595,40.4715831755611
5427,0.0,1600 LOWRIE ST,9/1/2017,POINT (-79.9835588593612 40.4627433245042),-79.9835588593612,40.4627433245042
5428,1.03,1600 SHADY AVE,9/1/2017,POINT (-79.9192981190304 40.4401606030664),-79.9192981190304,40.4401606030664
5429,1.03,1600 SHADY AVE,9/1/2017,POINT (-79.9192981190304 40.4401606030664),-79.9192981190304,40.4401606030664
5430,2.0,1600 WYLIE AVE,9/1/2017,POINT (-79.98587519121671 40.4430430537698),-79.9858751912167,40.4430430537698
5431,0.0,1600 CONCORDIA ST,9/1/2017,POINT (-79.98720539419671 40.3996331293495),-79.9872053941967,40.3996331293495
5432,0.0,1600 FRANKLIN CT,9/1/2017,POINT (-79.98251219907409 40.4305077977046),-79.9825121990741,40.4305077977046
5433,2.0,1600 MORNINGSIDE AVE,9/1/2017,POINT (-79.92928216227131 40.4827059411014),-79.9292821622713,40.4827059411014
5434,0.0,1600 MORNINGSIDE AVE,9/1/2017,POINT (-79.92928216227131 40.4827059411014),-79.9292821622713,40.4827059411014
5435,0.9,1600 CHISLETT ST,9/1/2017,POINT (-79.92754486525909 40.482425923151),-79.9275448652591,40.482425923151
5436,2.0,1600 DAVIS AVE,9/1/2017,POINT (-80.04012201099189 40.4804877478454),-80.0401220109919,40.4804877478454
5437,2.0,1600 NAPOLEON ST,9/1/2017,POINT (-80.0289821384217 40.4103151166709),-80.0289821384217,40.4103151166709
5438,0.0,1600 VILLAGE RD,9/1/2017,POINT (-80.07645146544751 40.4494546623745),-80.0764514654475,40.4494546623745
5439,0.0,1600 ALVERADO AVE,9/1/2017,POINT (-80.0285077320686 40.4103296942191),-80.0285077320686,40.4103296942191
5440,2.4,1600 MEADVILLE ST,9/1/2017,POINT (-80.0048615639449 40.4605493201396),-80.0048615639449,40.4605493201396
5441,2.0,1600 BELHURST AVE,9/1/2017,POINT (-80.0768376238982 40.4576480064462),-80.0768376238982,40.4576480064462
5442,0.0,1600 BELHURST AVE,9/1/2017,POINT (-80.0768376238982 40.4576480064462),-80.0768376238982,40.4576480064462
5443,0.0,1600 BUENA VISTA ST,9/1/2017,POINT (-80.01473933514851 40.4581507134316),-80.0147393351485,40.4581507134316
5444,0.0,1600 CHATEAU ST,9/1/2017,POINT (-80.0287404497378 40.455917160512),-80.0287404497378,40.455917160512
5445,8.1,1600 DENNISTON ST,9/1/2017,POINT (-79.91835696479301 40.4403163375894),-79.918356964793,40.4403163375894
5446,2.0,1600 DUFFIELD ST,9/1/2017,POINT (-79.9304503426082 40.4828785973951),-79.9304503426082,40.4828785973951
5447,1.0,1600 ALLEGHENY AVE,9/1/2017,POINT (-80.02221712093881 40.4572394999122),-80.0222171209388,40.4572394999122
5448,0.0,1600 BEECHWOOD BLVD,9/1/2017,POINT (-79.91704634938981 40.4404403215598),-79.9170463493898,40.4404403215598
5449,0.0,1600 FROMAN ST,9/1/2017,POINT (-79.983588222889 40.4653557210737),-79.983588222889,40.4653557210737
5450,5.54,1600 MYLER ST,9/1/2017,POINT (-80.00397539926639 40.4610221443933),-80.0039753992664,40.4610221443933
5451,0.0,1600 OVERTON LN,9/1/2017,POINT (-79.91880708849629 40.4183860019257),-79.9188070884963,40.4183860019257
5452,1.0,1600 BEECHWOOD BLVD,9/1/2017,POINT (-79.91704634938981 40.4404403215598),-79.9170463493898,40.4404403215598
5453,2.0,1600 CHELTON AVE,9/1/2017,POINT (-80.011392990761 40.3876305531691),-80.011392990761,40.3876305531691
5454,9.8,1600 CHISLETT ST,9/1/2017,POINT (-79.92754486525909 40.482425923151),-79.9275448652591,40.482425923151
5455,10.0,1600 DENNISTON ST,9/1/2017,POINT (-79.91835696479301 40.4403163375894),-79.918356964793,40.4403163375894
5456,1.0,1600 HAWTHORNE ST,9/1/2017,POINT (-79.9327328510837 40.4864026213316),-79.9327328510837,40.4864026213316
5457,9.0,1600 MORNINGSIDE AVE,9/1/2017,POINT (-79.92928216227131 40.4827059411014),-79.9292821622713,40.4827059411014
5458,2.0,1600 MYLER ST,9/1/2017,POINT (-80.00397539926639 40.4610221443933),-80.0039753992664,40.4610221443933
5459,2.0,1600 ROLAND ST,9/1/2017,POINT (-79.9825408369353 40.4284412443744),-79.9825408369353,40.4284412443744
5460,0.0,1600 ROLAND ST,9/1/2017,POINT (-79.9825408369353 40.4284412443744),-79.9825408369353,40.4284412443744
5461,14.0,1600 BEECHWOOD BLVD,9/1/2017,POINT (-79.91704634938981 40.4404403215598),-79.9170463493898,40.4404403215598
5462,8.0,1600 CHISLETT ST,9/1/2017,POINT (-79.92754486525909 40.482425923151),-79.9275448652591,40.482425923151
5463,13.5,1600 MORNINGSIDE AVE,9/1/2017,POINT (-79.92928216227131 40.4827059411014),-79.9292821622713,40.4827059411014
5464,2.0,1600 PARKVIEW,9/1/2017,POINT (nan nan),,
5465,2.0,1600 TRINITY ST,9/1/2017,POINT (-79.9321081827682 40.4859025903425),-79.9321081827682,40.4859025903425
5466,6.0,1600 CHISLETT ST,9/1/2017,POINT (-79.92754486525909 40.482425923151),-79.9275448652591,40.482425923151
5467,11.0,1600 FORBES AVE,9/1/2017,POINT (-79.9838697355233 40.4373772818598),-79.9838697355233,40.4373772818598
5468,0.0,1600 CHISLETT ST,9/1/2017,POINT (-79.92754486525909 40.482425923151),-79.9275448652591,40.482425923151
5469,8.5,1600 MYLER ST,9/1/2017,POINT (-80.00397539926639 40.4610221443933),-80.0039753992664,40.4610221443933
5470,7.1,1600 WESTMORELAND ST,9/1/2017,POINT (nan nan),,
5471,0.0,1600 WESTMONT AVE,9/1/2017,POINT (-79.9905885691969 40.3997685409685),-79.9905885691969,40.3997685409685
5472,6.0,1600 BEECHWOOD BLVD,9/1/2017,POINT (-79.91704634938981 40.4404403215598),-79.9170463493898,40.4404403215598
5473,0.0,1600 RUTHERFORD AVE,9/1/2017,POINT (-80.0267813757908 40.410332431937),-80.0267813757908,40.410332431937
5474,2.0,1600 VILLANOVA RD,9/1/2017,POINT (-79.9265179516145 40.4823178509888),-79.9265179516145,40.4823178509888
5475,2.0,1600 WICKLINE LN,9/1/2017,POINT (-79.98493445583441 40.465958504574),-79.9849344558344,40.465958504574
5476,2.0,1600 FALLOWFIELD AVE,9/1/2017,POINT (-80.02396567313789 40.4104793385403),-80.0239656731379,40.4104793385403
5477,0.0,1600 METHYL ST,9/1/2017,POINT (-80.0258319081202 40.410361008325),-80.0258319081202,40.410361008325
5478,7.0,1600 EL PASO ST,9/1/2017,POINT (-79.9311461886286 40.4854465379699),-79.9311461886286,40.4854465379699
5479,7.0,1600 DENNISTON ST,9/1/2017,POINT (-79.91835696479301 40.4403163375894),-79.918356964793,40.4403163375894
5480,8.0,1600 BEECHWOOD BLVD,9/1/2017,POINT (-79.91704634938981 40.4404403215598),-79.9170463493898,40.4404403215598
5481,2.0,1600 DURBIN ST,9/1/2017,POINT (-80.0665597422437 40.4240991483969),-80.0665597422437,40.4240991483969
5482,0.0,1600 DURBIN ST,9/1/2017,POINT (-80.0665597422437 40.4240991483969),-80.0665597422437,40.4240991483969
5483,3.7,1600 WYLIE AVE,9/1/2017,POINT (-79.98587519121671 40.4430430537698),-79.9858751912167,40.4430430537698
5484,8.7,1600 DENNISTON ST,9/1/2017,POINT (-79.91835696479301 40.4403163375894),-79.918356964793,40.4403163375894
5485,1.0,1600 TRINITY ST,9/1/2017,POINT (-79.9321081827682 40.4859025903425),-79.9321081827682,40.4859025903425
5486,0.0,2700 STRACHAN AVE,9/1/2017,POINT (-80.03786255865261 40.4031074992629),-80.0378625586526,40.4031074992629
5487,0.0,4600 LIBERTY AVE,9/1/2017,POINT (-79.95088209074309 40.4624027220172),-79.9508820907431,40.4624027220172
5488,26.0,4700 WALLINGFORD ST,9/1/2017,POINT (-79.9490477855299 40.4517181817717),-79.9490477855299,40.4517181817717
5489,0.0,5200 STANTON AVE,9/1/2017,POINT (-79.9504229619759 40.4777269036083),-79.9504229619759,40.4777269036083
5490,1.0,6600 WILKINS AVE,9/1/2017,POINT (-79.915349317687 40.4455664542959),-79.915349317687,40.4455664542959
5491,2.0,0 OVID ST,8/23/2017,POINT (-80.0496256247685 40.4299680519887),-80.0496256247685,40.4299680519887
5492,2.0,100 LANG CT,8/23/2017,POINT (-79.9052773285199 40.4489275131251),-79.9052773285199,40.4489275131251
5493,2.0,200 RENOVA ST,8/23/2017,POINT (-79.938225608314 40.4009554307838),-79.938225608314,40.4009554307838
5494,0.0,300 LE ROI RD,8/23/2017,POINT (nan nan),,
5495,3.6,400 DONNA ST,8/23/2017,POINT (-79.93736086474669 40.4685033071021),-79.9373608647467,40.4685033071021
5496,1.0,600 HASTINGS ST,8/23/2017,POINT (-79.91595868702829 40.4482808096214),-79.9159586870283,40.4482808096214
5497,2.0,900 MILLERDALE ST,8/23/2017,POINT (-79.93781567327891 40.4755844184897),-79.9378156732789,40.4755844184897
5498,0.0,1100 OAKLEAF DR,8/23/2017,POINT (-79.9160572193084 40.3738399079333),-79.9160572193084,40.3738399079333
5499,5.0,1400 MORNINGSIDE AVE,8/23/2017,POINT (-79.9299278324286 40.4812991723516),-79.9299278324286,40.4812991723516
5500,9.0,1700 BEECHWOOD BLVD,8/23/2017,POINT (-79.9164694224043 40.4377506218432),-79.9164694224043,40.4377506218432
5501,2.0,3600 BAYTREE ST,8/23/2017,POINT (-80.0109465395503 40.4882953761038),-80.0109465395503,40.4882953761038
5502,2.0,4400 WHITEBUSH ST,8/23/2017,POINT (-79.91587969734999 40.3963004219077),-79.91587969735,40.3963004219077
5503,10.0,5400 BUTLER ST,8/23/2017,POINT (-79.95094933993209 40.4828145191074),-79.9509493399321,40.4828145191074
5504,2.0,0 GUYLAND ST,8/22/2017,POINT (-80.05019705365051 40.4334763748306),-80.0501970536505,40.4334763748306
5505,0.0,100 1ST AVE,8/22/2017,POINT (-80.0043767576752 40.4383678911931),-80.0043767576752,40.4383678911931
5506,2.0,200 N NEGLEY AVE,8/22/2017,POINT (-79.93026798302741 40.4647190037546),-79.9302679830274,40.4647190037546
5507,2.5,300 WILLIAM ST,8/22/2017,POINT (-80.0461456213251 40.5135752398019),-80.0461456213251,40.5135752398019
5508,9.72,500 SAMPSONIA WAY,8/22/2017,POINT (nan nan),,
5509,0.0,700 FILBERT ST,8/22/2017,POINT (-79.93387904772931 40.4525129114662),-79.9338790477293,40.4525129114662
5510,0.0,900 WELLESLEY RD,8/22/2017,POINT (-79.9138808299541 40.4716613267441),-79.9138808299541,40.4716613267441
5511,34.7,1200 S NEGLEY AVE,8/22/2017,POINT (-79.92744042095229 40.4458121076537),-79.9274404209523,40.4458121076537
5512,0.0,1400 KENBERMA AVE,8/22/2017,POINT (-80.02222454727939 40.412934954311),-80.0222245472794,40.412934954311
5513,15.0,1900 WIGHTMAN ST,8/22/2017,POINT (-79.9281214364878 40.4355589710281),-79.9281214364878,40.4355589710281
5514,2.0,2400 JANE ST,8/22/2017,POINT (-79.9714903984062 40.4265547506098),-79.9714903984062,40.4265547506098
5515,2.0,5100 ROSECREST DR,8/22/2017,POINT (-79.93521184087589 40.4761990242425),-79.9352118408759,40.4761990242425
5516,7.9,5100 KENT WAY,8/22/2017,POINT (-79.95351967818731 40.4775075728919),-79.9535196781873,40.4775075728919
5517,2.0,0 CLARENDON PL,8/14/2017,POINT (-79.933980443886 40.4640220058142),-79.933980443886,40.4640220058142
5518,2.5,0 WYOMING ST,8/14/2017,POINT (-80.0063885833116 40.4308372726213),-80.0063885833116,40.4308372726213
5519,4.0,100 SEDGWICK ST,8/14/2017,POINT (-79.973811949634 40.4807284825013),-79.973811949634,40.4807284825013
5520,2.0,100 PIUS ST,8/14/2017,POINT (-79.9811428034963 40.4243252671599),-79.9811428034963,40.4243252671599
5521,12.0,200 S AIKEN AVE,8/14/2017,POINT (-79.9376054325088 40.4633195012472),-79.9376054325088,40.4633195012472
5522,16.4,200 FISK ST,8/14/2017,POINT (-79.9612962950587 40.4689455721473),-79.9612962950587,40.4689455721473
5523,6.63,300 S PACIFIC AVE,8/14/2017,POINT (-79.9406663774048 40.4619962563623),-79.9406663774048,40.4619962563623
5524,8.04,400 EUREKA ST,8/14/2017,POINT (-80.00076932870179 40.4239009082312),-80.0007693287018,40.4239009082312
5525,4.62,400 HASTINGS ST,8/14/2017,POINT (-79.914208115569 40.4501675792867),-79.914208115569,40.4501675792867
5526,1.0,600 MIDDLE ST,8/14/2017,POINT (-79.9988769525031 40.4532682342212),-79.9988769525031,40.4532682342212
5527,6.26,600 WHITTIER ST,8/14/2017,POINT (-79.911155355708 40.4676520838279),-79.911155355708,40.4676520838279
5528,2.0,800 KENNEBEC ST,8/14/2017,POINT (-79.9355378980064 40.4255468072103),-79.9355378980064,40.4255468072103
5529,4.0,900 N SAINT CLAIR ST,8/14/2017,POINT (-79.9229303408416 40.47204597656),-79.9229303408416,40.47204597656
5530,1.0,1100 ARCH ST,8/14/2017,POINT (-80.0089785346712 40.4554961364129),-80.0089785346712,40.4554961364129
5531,1.0,1100 MARSHALL AVE,8/14/2017,POINT (-80.0255500508549 40.4667068654069),-80.0255500508549,40.4667068654069
5532,2.0,1300 VINEMONT ST,8/14/2017,POINT (-80.0482584736442 40.4335053778163),-80.0482584736442,40.4335053778163
5533,1.0,1400 DENNISTON ST,8/14/2017,POINT (-79.91887045985089 40.4435898830286),-79.9188704598509,40.4435898830286
5534,6.0,1600 CHISLETT ST,8/14/2017,POINT (-79.92754486525909 40.482425923151),-79.9275448652591,40.482425923151
5535,0.0,1700 BEECHWOOD BLVD,8/14/2017,POINT (-79.9164694224043 40.4377506218432),-79.9164694224043,40.4377506218432
5536,2.0,2400 LYNNBROOK AVE,8/14/2017,POINT (-80.0132297888038 40.3948069995243),-80.0132297888038,40.3948069995243
5537,4.3,3600 MELWOOD AVE,8/14/2017,POINT (-79.959952070822 40.4592828372989),-79.959952070822,40.4592828372989
5538,16.0,4000 LYDIA ST,8/14/2017,POINT (-79.9424675092567 40.4250541590659),-79.9424675092567,40.4250541590659
5539,2.0,5400 PENN AVE,8/14/2017,POINT (-79.9364159013325 40.4644411606536),-79.9364159013325,40.4644411606536
5540,2.0,5800 PENN AVE ,8/14/2017,POINT (-79.92756174339139 40.46255943658),-79.9275617433914,40.46255943658
5541,2.0,7300 FINANCE,8/14/2017,POINT (nan nan),,
5542,2.0,8100 CONEMAUGH ST,8/14/2017,POINT (-79.88320559023551 40.4549804316033),-79.8832055902355,40.4549804316033
5543,9.4,5500 ELLSWORTH AVE,8/11/2017,POINT (-79.93493994594699 40.4533396754256),-79.934939945947,40.4533396754256
5544,2.0,2000 MAZETTE PL,8/9/2017,POINT (-80.0826071574499 40.4465937787277),-80.0826071574499,40.4465937787277
5545,2.0,2300 SPRING ST,8/9/2017,POINT (-79.97458808336501 40.4161278162248),-79.974588083365,40.4161278162248
5546,2.0,2300 GROVELAND ST,8/9/2017,POINT (-80.0019449882428 40.3856508758101),-80.0019449882428,40.3856508758101
5547,2.0,3600 BUTLER ST,8/9/2017,POINT (-79.9649550459354 40.4656005594752),-79.9649550459354,40.4656005594752
5548,2.0,4800 STANTON AVE,8/9/2017,POINT (-79.93470093456121 40.4803394887799),-79.9347009345612,40.4803394887799
5549,2.0,5700 CALLOWHILL ST,8/9/2017,POINT (-79.9207605585935 40.47766594726),-79.9207605585935,40.47766594726
5550,2.0,6400 JACKSON ST,8/9/2017,POINT (-79.91310257064561 40.4702425789962),-79.9131025706456,40.4702425789962
5551,2.0,7100 VANN DR,8/9/2017,POINT (nan nan),,
5552,2.0,7300 RACE ST,8/9/2017,POINT (-79.89350349783911 40.4581244139709),-79.8935034978391,40.4581244139709
5553,0.0,0 BAYARD RD,8/2/2017,POINT (-79.9429802997133 40.4533689020716),-79.9429802997133,40.4533689020716
5554,0.0,0 BAYARD RD,8/2/2017,POINT (-79.9429802997133 40.4533689020716),-79.9429802997133,40.4533689020716
5555,0.0,0 BAYARD RD,8/2/2017,POINT (-79.9429802997133 40.4533689020716),-79.9429802997133,40.4533689020716
5556,1.0,0 ALLEGHENY CTR,8/2/2017,POINT (nan nan),,
5557,1.0,0 ALLEGHENY CTR,8/2/2017,POINT (nan nan),,
5558,1.0,0 ALLEGHENY CTR,8/2/2017,POINT (nan nan),,
5559,1.0,0 ALLEGHENY CTR,8/2/2017,POINT (nan nan),,
5560,1.0,0 ALLEGHENY CTR,8/2/2017,POINT (nan nan),,
5561,1.0,0 ALLEN ST,8/2/2017,POINT (-80.0770454661708 40.4030048219937),-80.0770454661708,40.4030048219937
5562,8.5,100 S 19TH ST,8/2/2017,POINT (-79.9794511491171 40.4281288388182),-79.9794511491171,40.4281288388182
5563,8.5,100 S 19TH ST,8/2/2017,POINT (-79.9794511491171 40.4281288388182),-79.9794511491171,40.4281288388182
5564,1.3,100 S GRAHAM ST,8/2/2017,POINT (-79.93540075924891 40.4644862580245),-79.9354007592489,40.4644862580245
5565,2.0,100 ANGENA DR,8/2/2017,POINT (-80.06738603666869 40.4234683073732),-80.0673860366687,40.4234683073732
5566,4.0,100 BROADCREST DR,8/2/2017,POINT (-79.8892972300952 40.474167184223),-79.8892972300952,40.474167184223
5567,2.0,100 BURR ST,8/2/2017,POINT (-79.97775575109669 40.4123337430169),-79.9777557510967,40.4123337430169
5568,0.0,100 BURR ST,8/2/2017,POINT (-79.97775575109669 40.4123337430169),-79.9777557510967,40.4123337430169
5569,19.8,100 DILWORTH ST,8/2/2017,POINT (-80.01160144689651 40.4252734781459),-80.0116014468965,40.4252734781459
5570,2.0,100 S HIGHLAND AVE,8/2/2017,POINT (-80.1911682119739 40.3990677148089),-80.1911682119739,40.3990677148089
5571,1.0,200 BELLEAU ST,8/2/2017,POINT (-80.006373419193 40.4617153761105),-80.006373419193,40.4617153761105
5572,2.0,200 CAPE MAY AVE,8/2/2017,POINT (-80.01999468868109 40.4091419271431),-80.0199946886811,40.4091419271431
5573,12.0,200 DILWORTH ST,8/2/2017,POINT (-80.0132564697402 40.425607372051),-80.0132564697402,40.425607372051
5574,2.0,200 E END AVE,8/2/2017,POINT (nan nan),,
5575,3.85,200 HASTINGS ST,8/2/2017,POINT (-79.9132967712027 40.4528623603634),-79.9132967712027,40.4528623603634
5576,2.0,200 JOLIET WAY,8/2/2017,POINT (-79.9486797337527 40.4630618957002),-79.9486797337527,40.4630618957002
5577,2.0,200 JOLIET WAY,8/2/2017,POINT (-79.9486797337527 40.4630618957002),-79.9486797337527,40.4630618957002
5578,1.0,200 KAERCHER ST,8/2/2017,POINT (-79.9476048289427 40.4230047999238),-79.9476048289427,40.4230047999238
5579,18.0,200 FINGAL ST,8/2/2017,POINT (-80.0270804302411 40.4406805824261),-80.0270804302411,40.4406805824261
5580,9.8,300 ELSDON ST,8/2/2017,POINT (-80.01364356841241 40.4671344813443),-80.0136435684124,40.4671344813443
5581,2.0,300 HAILMAN ST,8/2/2017,POINT (-79.91913096140649 40.4554354060824),-79.9191309614065,40.4554354060824
5582,0.0,300 HAILMAN ST,8/2/2017,POINT (-79.91913096140649 40.4554354060824),-79.9191309614065,40.4554354060824
5583,2.0,300 CURTIN AVE,8/2/2017,POINT (-79.9986617930756 40.4198069052261),-79.9986617930756,40.4198069052261
5584,1.0,300 ELLA ST,8/2/2017,POINT (-80.0562504073519 40.4741014521647),-80.0562504073519,40.4741014521647
5585,2.0,300 HAILMAN ST,8/2/2017,POINT (-79.91913096140649 40.4554354060824),-79.9191309614065,40.4554354060824
5586,0.0,300 HAILMAN ST,8/2/2017,POINT (-79.91913096140649 40.4554354060824),-79.9191309614065,40.4554354060824
5587,0.0,300 HAILMAN ST,8/2/2017,POINT (-79.91913096140649 40.4554354060824),-79.9191309614065,40.4554354060824
5588,15.0,300 VIRGINIA AVE,8/2/2017,POINT (-80.0109830376976 40.4310302837862),-80.0109830376976,40.4310302837862
5589,2.0,400 ORCHARD PL,8/2/2017,POINT (-79.9955566166024 40.4177401211788),-79.9955566166024,40.4177401211788
5590,0.0,400 ORCHARD PL,8/2/2017,POINT (-79.9955566166024 40.4177401211788),-79.9955566166024,40.4177401211788
5591,10.0,400 S PACIFIC AVE,8/2/2017,POINT (-79.9409574547948 40.4596801224825),-79.9409574547948,40.4596801224825
5592,1.04,400 BIGHAM RD,8/2/2017,POINT (nan nan),,
5593,2.0,400 CAMFIELD ST,8/2/2017,POINT (-79.9983739380409 40.4056249964406),-79.9983739380409,40.4056249964406
5594,0.0,400 CAMFIELD ST,8/2/2017,POINT (-79.9983739380409 40.4056249964406),-79.9983739380409,40.4056249964406
5595,0.0,400 EDGEMONT ST,8/2/2017,POINT (-80.00059026183131 40.4222486210108),-80.0005902618313,40.4222486210108
5596,1.0,400 OLYMPIA RD,8/2/2017,POINT (-80.0171625022389 40.4317980515605),-80.0171625022389,40.4317980515605
5597,4.9,400 NATCHEZ ST,8/2/2017,POINT (-80.01208566727421 40.4286993976007),-80.0120856672742,40.4286993976007
5598,0.0,600 MELBOURNE ST,8/2/2017,POINT (-79.9353679543285 40.422019139742),-79.9353679543285,40.422019139742
5599,0.0,600 PENNRIDGE RD,8/2/2017,POINT (-80.0169069724906 40.4294984192329),-80.0169069724906,40.4294984192329
5600,4.0,600 GETTYSBURG ST,8/2/2017,POINT (-79.9165869432301 40.4487764995522),-79.9165869432301,40.4487764995522
5601,7.0,600 MARYLAND AVE,8/2/2017,POINT (-80.05336621459681 40.5049200995517),-80.0533662145968,40.5049200995517
5602,5.0,600 MARYLAND AVE,8/2/2017,POINT (-80.05336621459681 40.5049200995517),-80.0533662145968,40.5049200995517
5603,12.0,600 FRAYNE ST,8/2/2017,POINT (-79.93590495366909 40.417035427753),-79.9359049536691,40.417035427753
5604,1.0,600 MONTCLAIR ST,8/2/2017,POINT (-79.93603022456421 40.4199820973274),-79.9360302245642,40.4199820973274
5605,3.0,600 MARYLAND AVE,8/2/2017,POINT (-80.05336621459681 40.5049200995517),-80.0533662145968,40.5049200995517
5606,0.0,700 ROBERTS ST,8/2/2017,POINT (-79.9847570868081 40.4445938588247),-79.9847570868081,40.4445938588247
5607,0.0,900 MULDOWNEY AVE,8/2/2017,POINT (-79.9219112473216 40.3680517630554),-79.9219112473216,40.3680517630554
5608,0.0,900 PERALTA ST,8/2/2017,POINT (-79.9944703514539 40.4557799756731),-79.9944703514539,40.4557799756731
5609,0.8,900 FARRAGUT ST,8/2/2017,POINT (-79.9186808201613 40.4711164070547),-79.9186808201613,40.4711164070547
5610,3.7,900 FLEMINGTON ST,8/2/2017,POINT (-79.93268506482541 40.4270796490125),-79.9326850648254,40.4270796490125
5611,0.0,900 GREENFIELD AVE,8/2/2017,POINT (-79.933313111269 40.4244361667316),-79.933313111269,40.4244361667316
5612,28.7,900 HERSCHEL ST,8/2/2017,POINT (-80.0437434598343 40.4411653341313),-80.0437434598343,40.4411653341313
5613,11.0,900 MILTON ST,8/2/2017,POINT (-79.8972356848802 40.4353907193422),-79.8972356848802,40.4353907193422
5614,0.0,900 ORANMORE ST,8/2/2017,POINT (-79.93710874880119 40.4753067357706),-79.9371087488012,40.4753067357706
5615,2.0,900 ALPENA ST,8/2/2017,POINT (-79.95612160310451 40.4538642296514),-79.9561216031045,40.4538642296514
5616,0.0,1100 ADMIRAL ST,8/2/2017,POINT (-79.9895982396566 40.4646298590611),-79.9895982396566,40.4646298590611
5617,6.19,1100 CHISLETT ST,8/2/2017,POINT (-79.9296917095137 40.4772101644891),-79.9296917095137,40.4772101644891
5618,2.0,1100 MCCABE ST,8/2/2017,POINT (-79.9399835224164 40.478828754334),-79.9399835224164,40.478828754334
5619,0.0,1100 LEASIDE DR,8/2/2017,POINT (nan nan),,
5620,0.0,1100 NEW HAMPSHIRE DR,8/2/2017,POINT (-80.02671103987529 40.4660381716088),-80.0267110398753,40.4660381716088
5621,4.0,1100 WINDERMERE DR,8/2/2017,POINT (-79.9005420023545 40.4236312337733),-79.9005420023545,40.4236312337733
5622,2.0,1100 BEECHWOOD CT,8/2/2017,POINT (nan nan),,
5623,2.0,1100 MURRAYHILL AVE,8/2/2017,POINT (nan nan),,
5624,0.0,1200 NEGLEY,8/2/2017,POINT (nan nan),,
5625,0.0,1400 PENNSYLVANIA AVE,8/2/2017,POINT (-79.8245070543161 40.5201440706403),-79.8245070543161,40.5201440706403
5626,26.0,1400 MELLON ST,8/2/2017,POINT (-79.9208233500618 40.4782424859218),-79.9208233500618,40.4782424859218
5627,4.1,1400 ARCH ST,8/2/2017,POINT (-80.0091427961348 40.457427403562),-80.0091427961348,40.457427403562
5628,6.9,1400 JANCEY ST,8/2/2017,POINT (-79.9289759748456 40.4811098048865),-79.9289759748456,40.4811098048865
5629,6.9,1400 JANCEY ST,8/2/2017,POINT (-79.9289759748456 40.4811098048865),-79.9289759748456,40.4811098048865
5630,4.0,1400 KENBERMA AVE,8/2/2017,POINT (-80.02222454727939 40.412934954311),-80.0222245472794,40.412934954311
5631,6.5,1400 MORNINGSIDE AVE,8/2/2017,POINT (-79.9299278324286 40.4812991723516),-79.9299278324286,40.4812991723516
5632,4.3,1400 N SAINT CLAIR ST,8/2/2017,POINT (-79.9198669375758 40.4778535098722),-79.9198669375758,40.4778535098722
5633,0.0,1400 HUBBARD ST,8/2/2017,POINT (-80.03651553884509 40.4782075344773),-80.0365155388451,40.4782075344773
5634,2.0,1800 WARRIORS RD,8/2/2017,POINT (-80.0493525766751 40.4318989339316),-80.0493525766751,40.4318989339316
5635,8.0,1800 BELLEAU ST,8/2/2017,POINT (-80.0068051430582 40.4618969629849),-80.0068051430582,40.4618969629849
5636,2.0,1800 CROSBY AVE,8/2/2017,POINT (-80.0248683218032 40.4062243324591),-80.0248683218032,40.4062243324591
5637,11.2,1800 JANCEY ST,8/2/2017,POINT (-79.9265925301748 40.486086992406),-79.9265925301748,40.486086992406
5638,11.0,1800 MORNINGSIDE AVE,8/2/2017,POINT (-79.9268217061115 40.4864985863822),-79.9268217061115,40.4864985863822
5639,33.0,1800 MORRELL ST,8/2/2017,POINT (-80.0424391175203 40.4826929212619),-80.0424391175203,40.4826929212619
5640,18.4,1800 WIGHTMAN ST,8/2/2017,POINT (-79.9281008950751 40.4366368228271),-79.9281008950751,40.4366368228271
5641,0.0,1800 ANTIETAM ST,8/2/2017,POINT (-79.9243007221126 40.4844161746068),-79.9243007221126,40.4844161746068
5642,16.7,1800 SHAW AVE,8/2/2017,POINT (-79.91295368140401 40.4362118239619),-79.912953681404,40.4362118239619
